lon,lat,temperature_2m,precipitation,cloud_cover,wind_speed_10m,last_updated
8.625,42.375,30.0,0.0,60,3.2,2026-07-17T16:10:06Z
8.875,42.3125,23.5,0.0,0,3.65,2026-07-17T16:10:06Z
9.0625,42.25,28.8,0.0,0,4.3,2026-07-17T16:10:06Z
9.375,42.3125,26.7,0.0,24,2.25,2026-07-17T16:10:06Z
9.625,42.3125,29.3,0.0,0,1.3,2026-07-17T16:10:06Z
-5.14,42.58,27.5,0.0,2,3.35,2026-07-17T16:10:06Z
-4.89,42.58,26.9,0.0,0,3.48,2026-07-17T16:10:06Z
-4.64,42.58,28.2,0.0,26,3.62,2026-07-17T16:10:06Z
-4.39,42.58,28.7,0.0,9,2.26,2026-07-17T16:10:06Z
-4.14,42.58,27.8,0.0,7,0.42,2026-07-17T16:10:06Z
-3.89,42.58,27.8,0.0,36,1.56,2026-07-17T16:10:06Z
-3.64,42.58,28.5,0.0,31,2.2,2026-07-17T16:10:06Z
-3.39,42.58,26.1,0.0,0,5.25,2026-07-17T16:10:06Z
-3.14,42.58,25.7,0.0,1,8.65,2026-07-17T16:10:06Z
-2.89,42.58,28.2,0.0,0,9.15,2026-07-17T16:10:06Z
-2.64,42.58,26.9,0.0,0,7.01,2026-07-17T16:10:06Z
-2.39,42.58,25.3,0.0,0,5.8,2026-07-17T16:10:06Z
-2.14,42.58,27.5,0.0,0,7.32,2026-07-17T16:10:06Z
-1.89,42.58,29.3,0.0,0,7.95,2026-07-17T16:10:06Z
-1.64,42.58,28.4,0.0,0,7.63,2026-07-17T16:10:06Z
-1.39,42.58,31.5,0.0,0,6.06,2026-07-17T16:10:06Z
-1.14,42.58,30.2,0.0,0,4.32,2026-07-17T16:10:06Z
-0.89,42.58,32.5,0.0,0,3.26,2026-07-17T16:10:06Z
-0.64,42.58,31.3,0.0,0,1.8,2026-07-17T16:10:06Z
-0.39,42.58,30.7,0.0,0,2.5,2026-07-17T16:10:06Z
-0.15,42.58,27.1,0.0,0,1.5,2026-07-17T16:10:06Z
0.11,42.58,25.6,0.0,0,3.67,2026-07-17T16:10:06Z
0.36,42.58,27.5,0.0,0,3.2,2026-07-17T16:10:06Z
0.61,42.58,16.0,0.0,0,4.17,2026-07-17T16:10:06Z
